pozitie,url,angajator,detalii,publicat_in,expira_in,judet,url_judet,tip,updates
Asistent medical principal-comp.med. interna; ingrijitori curatenie,https://posturi.gov.ro/anunt/asistent-medical-principal-comp-med-interna-ingrijitori-curatenie/,Spitalul Orasenesc Deta,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 11 septembrie,2024",Expiră in  24/09/2024,Timiş,https://posturi.gov.ro/?judet=Timiş,Permanent,2024-09-11: New entry
"Șef secție gr. II, în Secția documentații tehnice program major comunicații și informatică",https://posturi.gov.ro/anunt/sef-sectie-gr-ii-in-sectia-documentatii-tehnice-program-major-comunicatii-si-informatica/,Unitatea Militara 02248 București,"Funcție contractuală, Unități militare, Funcții de conducere","Publicat în: 11 septembrie,2024",Expiră in  25/09/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-11: New entry
muncitor calificat I,https://posturi.gov.ro/anunt/muncitor-calificat-i-107/,"Liceul Teoretic Negru Vodă Constanța, județul Constanța","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 11 septembrie,2024",Expiră in  24/09/2024,Constanţa,https://posturi.gov.ro/?judet=Constanţa,Permanent,2024-09-11: New entry
Inspector de specialitate IA,https://posturi.gov.ro/anunt/inspector-de-specialitate-ia-35/,Academia Romana Filiala Timisoara ,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 11 septembrie,2024",Expiră in  24/09/2024,Timiş,https://posturi.gov.ro/?judet=Timiş,Permanent,2024-09-11: New entry
Infirmiera-Centrul multifuncțional comunitar – Centrul de zi pentru persoane adulte cu dizabilități,https://posturi.gov.ro/anunt/infirmiera-centrul-multifunctional-comunitar-centrul-de-zi-pentru-persoane-adulte-cu-dizabilitati/,Directia de Asistenta Sociala a Municipiului Pitesti,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 11 septembrie,2024",Expiră in  24/09/2024,Arges,https://posturi.gov.ro/?judet=Arges,Permanent,2024-09-11: New entry
Muncitor calificat întretinere,https://posturi.gov.ro/anunt/muncitor-calificat-intretinere-13/,"Școala Gimnazială Comuna Podenii Noi, județul Prahova","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 11 septembrie,2024",Expiră in  24/09/2024,Prahova,https://posturi.gov.ro/?judet=Prahova,Permanent,2024-09-11: New entry
secretar șef,https://posturi.gov.ro/anunt/secretar-sef-106/,"Școala Gimnazială „I.A. Bassarabescu”, Municipiul Ploiești, județul Prahova","Funcție contractuală, Instituții locale, Funcții de conducere","Publicat în: 11 septembrie,2024",Expiră in  24/09/2024,Prahova,https://posturi.gov.ro/?judet=Prahova,Permanent,2024-09-11: New entry
Îngrijitor,https://posturi.gov.ro/anunt/ingrijitor-1946/,"Școala Gimnazială „Mihai Eminescu”, Lespezi, județul Bacău","Funcție contractuală, Instituții județene, Funcții de execuție","Publicat în: 11 septembrie,2024",Expiră in  24/09/2024,Bacău,https://posturi.gov.ro/?judet=Bacău,Permanent,2024-09-11: New entry
"Ingrijitor IM, 0,5 normă",https://posturi.gov.ro/anunt/ingrijitor-im-05-norma-2/,Gradinita cu Program Prelungit Guliver ,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 11 septembrie,2024",Expiră in  23/09/2024,Satu Mare,https://posturi.gov.ro/?judet=Satu Mare,Temporar,2024-09-11: New entry
"Bucătar calif., educator, psiholog, asistent social, îngrijitor la domiciliu, îngrijitor, infirmieră",https://posturi.gov.ro/anunt/bucatar-calif-educator-psiholog-asistent-social-ingrijitor-la-domiciliu-ingrijitor-infirmiera/,Directia Generala de Asistenta Sociala si Protectia Copilului Sector 6,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 11 septembrie,2024",Expiră in  24/09/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-11: New entry
Muncitor calificat – tr. I,https://posturi.gov.ro/anunt/muncitor-calificat-tr-i-16/,Primăria Miercurea Ciuc,"Funcție contractuală, Primării, Funcții de execuție","Publicat în: 11 septembrie,2024",Expiră in  24/09/2024,Harghita,https://posturi.gov.ro/?judet=Harghita,Permanent,2024-09-11: New entry
Referent de specialitate,https://posturi.gov.ro/anunt/referent-de-specialitate-139/,Universitatea de Medicină și Farmacie „Iuliu Hațieganu” din Cluj-Napoca,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 11 septembrie,2024",Expiră in  25/09/2024,Cluj,https://posturi.gov.ro/?judet=Cluj,Permanent,2024-09-11: New entry
Îngrijitor,https://posturi.gov.ro/anunt/ingrijitor-1939/,Școala Gimnazială Nr.1 Comuna Căscioarele,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 11 septembrie,2024",Expiră in  24/09/2024,Călăraşi,https://posturi.gov.ro/?judet=Călăraşi,Permanent,2024-09-11: New entry
Asistent medical comunitar și Asistent medical școlar,https://posturi.gov.ro/anunt/asistent-medical-comunitar-si-asistent-medical-scolar/,"Primăria Comunei Săsciori, județul Alba","Funcție contractuală, Primării, Funcții de execuție","Publicat în: 11 septembrie,2024",Expiră in  25/09/2024,Alba,https://posturi.gov.ro/?judet=Alba,Permanent,2024-09-11: New entry
"referent casier, gropari",https://posturi.gov.ro/anunt/referent-casier-gropari/,"Direcția Municipal Locato Roman, județul Neamț","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 11 septembrie,2024",Expiră in  24/09/2024,Neamţ,https://posturi.gov.ro/?judet=Neamţ,Permanent,2024-09-11: New entry
ÎNGRIJITOR,https://posturi.gov.ro/anunt/ingrijitor-1932/,GRADINITA CU PROGRAM PRELUNGIT ”VIS DE COPIL” TG-JIU,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 11 septembrie,2024",Expiră in  24/09/2024,Gorj,https://posturi.gov.ro/?judet=Gorj,Permanent,2024-09-11: New entry
"Muncitor din activitatea specifică instituțiilor de spectacole (mânuitor montator decor), trp prof. I",https://posturi.gov.ro/anunt/muncitor-din-activitatea-specifica-institutiilor-de-spectacolemanuitor-montator-decor-trp-prof-i-2/,Casa de Cultură a Municipiului Sibiu,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 11 septembrie,2024",Expiră in  25/09/2024,Sibiu,https://posturi.gov.ro/?judet=Sibiu,Permanent,2024-09-11: New entry
ASISTENT MEDICAL,https://posturi.gov.ro/anunt/asistent-medical-153/,"SPITAL MUNICIPAL TÂRGU SECUIESC, județul Covasna","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 11 septembrie,2024",Expiră in  25/09/2024,Covasna,https://posturi.gov.ro/?judet=Covasna,Temporar,2024-09-11: New entry
"Muncitor calificat (instalator tehnico-sanitare și de gaze), treaptă profesională I",https://posturi.gov.ro/anunt/muncitor-calificat-instalator-tehnico-sanitare-si-de-gaze-treapta-profesionala-i-2/,Casa de Cultura a Municipiului Sibiu,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 11 septembrie,2024",Expiră in  25/09/2024,Sibiu,https://posturi.gov.ro/?judet=Sibiu,Permanent,2024-09-11: New entry
BIBLIOTECAR,https://posturi.gov.ro/anunt/bibliotecar-179/,COLEGIUL TEHNIC CAROL I,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 11 septembrie,2024",Expiră in  27/09/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-11: New entry
Concurs 1 post vacant de medic specialist specialitatea cardiologie,https://posturi.gov.ro/anunt/concurs-1-post-vacant-de-medic-specialist-specialitatea-cardiologie/,Spital Clinic de Boli Infecțioase și Tropicale Dr.Victor Babeș,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 11 septembrie,2024",Expiră in  27/09/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-11: New entry
kinetoterapeut,https://posturi.gov.ro/anunt/kinetoterapeut-35/,Direcția de Asistență Socială a Municipiului Galați,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 11 septembrie,2024",Expiră in  24/09/2024,Galaţi,https://posturi.gov.ro/?judet=Galaţi,Permanent,2024-09-11: New entry
"2 posturi Asistent medical debutant , 1 post Îngrijitoare , 1 post Infirmieră",https://posturi.gov.ro/anunt/2-posturi-asistent-medical-debutant-1-post-ingrijitoare-1-post-infirmiera/,Spitalul Clinic de Obstetrică Ginecologie „Elena Doamna” Iași,"Funcție contractuală, Instituții județene, Funcții de execuție","Publicat în: 11 septembrie,2024",Expiră in  24/09/2024,Iaşi,https://posturi.gov.ro/?judet=Iaşi,Permanent,2024-09-11: New entry
Logoped-Centrul multifuncțional comunitar – Centrul de zi pentru persoane adulte cu dizabilități,https://posturi.gov.ro/anunt/logoped-centrul-multifunctional-comunitar-centrul-de-zi-pentru-persoane-adulte-cu-dizabilitati/,Directia de Asistenta Sociala a Municipiului Pitesti,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 11 septembrie,2024",Expiră in  24/09/2024,Arges,https://posturi.gov.ro/?judet=Arges,Permanent,2024-09-11: New entry
referent de specialitate debutant III-I (psiholog),https://posturi.gov.ro/anunt/referent-de-specialitate-debutant-iii-i-psiholog/,Unitate Militară 01602 Bacău,"Funcție contractuală, Unități militare, Funcții de execuție","Publicat în: 11 septembrie,2024",Expiră in  27/09/2024,Bacău,https://posturi.gov.ro/?judet=Bacău,Permanent,2024-09-11: New entry
Asistent medical,https://posturi.gov.ro/anunt/asistent-medical-152/,Spitalul Clinic C.F. Nr. 2 București,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 11 septembrie,2024",Expiră in  25/09/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-11: New entry
Secretar șef școală gimnazială,https://posturi.gov.ro/anunt/secretar-sef-scoala-gimnaziala/,"Școala Gimnazială „Șerban Vodă”, Sector 4, București","Funcție contractuală, Instituții locale, Funcții de conducere","Publicat în: 11 septembrie,2024",Expiră in  25/09/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Temporar,2024-09-11: New entry
secretar gradiniţă,https://posturi.gov.ro/anunt/secretar-gradinita/,"Gradinita cu Program Prelungit „Junior”, Slobozia, județul Ialomița","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 11 septembrie,2024",Expiră in  17/09/2024,Ialomiţa,https://posturi.gov.ro/?judet=Ialomiţa,Temporar,2024-09-11: New entry
Secretar unitate școlară,https://posturi.gov.ro/anunt/secretar-unitate-scolara-10/,"Școala Gimnazială ”Nicolae Labiș” Mălini, județul Suceava","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 11 septembrie,2024",Expiră in  18/09/2024,Suceava,https://posturi.gov.ro/?judet=Suceava,Temporar,2024-09-11: New entry
secretar școală,https://posturi.gov.ro/anunt/secretar-scoala-66/,"Colegiul Economic „Gheorghe Chițu”, Craiova, județul Dolj","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 11 septembrie,2024",Expiră in  24/09/2024,Dolj,https://posturi.gov.ro/?judet=Dolj,Temporar,2024-09-11: New entry
ECONOMIST,https://posturi.gov.ro/anunt/economist-63/,"Spitalul Orăşenesc „Sf. Dimitrie” Tg. Neamţ, județul Neamț","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 11 septembrie,2024",Expiră in  25/09/2024,Neamţ,https://posturi.gov.ro/?judet=Neamţ,Permanent,2024-09-11: New entry
Muncitor,https://posturi.gov.ro/anunt/muncitor-221/,"Colegiul Național „Ion Neculce”, București","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 11 septembrie,2024",Expiră in  25/09/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-11: New entry
Laborant,https://posturi.gov.ro/anunt/laborant-67/,"Colegiul Tehnic ”Emanuil Ungureanu” Timișoara, județul Timiș","Alte functii, Instituții locale, Funcții de execuție","Publicat în: 11 septembrie,2024",Expiră in  24/09/2024,Timiş,https://posturi.gov.ro/?judet=Timiş,Permanent,2024-09-11: New entry
Terapeut ocupational debutant-Centrul multif. comunitar – Centrul zi  pers adulte cu dizabilități,https://posturi.gov.ro/anunt/terapeut-ocupational-debutant-centrul-multif-comunitar-centrul-zi-pers-adulte-cu-dizabilitati/,Directia de Asistenta Sociala a Municipiului Pitesti,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 11 septembrie,2024",Expiră in  24/09/2024,Arges,https://posturi.gov.ro/?judet=Arges,Permanent,2024-09-11: New entry
Insp de spec – 3 posturi (gr. prof. II – 1 post; gr. prof. I – 1 post; gr. prof. IA – 1 post),https://posturi.gov.ro/anunt/insp-de-spec-3-posturi-gr-prof-ii-1-post-gr-prof-i-1-post-gr-prof-ia-1-post/,Primaria Municipiului Bucuresti,"Funcție contractuală, Primării, Funcții de execuție","Publicat în: 11 septembrie,2024",Expiră in  24/09/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-11: New entry
îngrijitor,https://posturi.gov.ro/anunt/ingrijitor-1947/,"Liceul „Ștefan Diaconescu”, Potcoava, județul Olt","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 11 septembrie,2024",Expiră in  24/09/2024,Olt,https://posturi.gov.ro/?judet=Olt,Permanent,2024-09-11: New entry
muncitor calificat (electrician auto) tr.I,https://posturi.gov.ro/anunt/muncitor-calificat-electrician-auto-tr-i/,ADMINISTRATIA DOMENIULUI PUBLIC ALEXANDRIA,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 11 septembrie,2024",Expiră in  25/09/2024,Teleorman,https://posturi.gov.ro/?judet=Teleorman,Permanent,2024-09-11: New entry
îngrijitor grupă preșcolar,https://posturi.gov.ro/anunt/ingrijitor-grupa-prescolar-2/,"Grădinița cu Program Prelungit nr 2, com Filipeștii de Pădure","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 11 septembrie,2024",Expiră in  25/09/2024,Prahova,https://posturi.gov.ro/?judet=Prahova,Permanent,2024-09-11: New entry
"referent, treapta profesională II – 2 posturi",https://posturi.gov.ro/anunt/referent-treapta-profesionala-ii-2-posturi/,Comuna Chiajna,"Funcție contractuală, Primării, Funcții de execuție","Publicat în: 11 septembrie,2024",Expiră in  24/09/2024,Ilfov,https://posturi.gov.ro/?judet=Ilfov,Permanent,2024-09-11: New entry
asistent medical generalist,https://posturi.gov.ro/anunt/asistent-medical-generalist-181/,Direcția de Asistență Socială a Municipiului Galați,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 11 septembrie,2024",Expiră in  24/09/2024,Galaţi,https://posturi.gov.ro/?judet=Galaţi,Permanent,2024-09-11: New entry
Secretar instituție/unitate de învățământ grad I S,https://posturi.gov.ro/anunt/secretar-institutie-unitate-de-invatamant-grad-i-s-3/,Universitatea Alexandru Ioan Cuza din Iasi,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 11 septembrie,2024",Expiră in  24/09/2024,Iaşi,https://posturi.gov.ro/?judet=Iaşi,Permanent,2024-09-11: New entry
îngrijitoare de curățenie,https://posturi.gov.ro/anunt/ingrijitoare-de-curatenie-16/,"Căminul pentru Persoane Vârstnice Craiova, județul Dolj","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  24/09/2024,Dolj,https://posturi.gov.ro/?judet=Dolj,Permanent,2024-09-11: New entry
Șef S.V.S.U.,https://posturi.gov.ro/anunt/sef-s-v-s-u-15/,"Primăria Comunei Morărești, județul Argeș","Funcție contractuală, Primării, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  23/09/2024,Arges,https://posturi.gov.ro/?judet=Arges,Permanent,2024-09-11: New entry
Ingrijitor,https://posturi.gov.ro/anunt/ingrijitor-1945/,Grădinița P.P. Prichindeii Giurgiu,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  24/09/2024,Giurgiu,https://posturi.gov.ro/?judet=Giurgiu,Permanent,2024-09-11: New entry
"administrator financiar, 0.5 normă",https://posturi.gov.ro/anunt/administrator-financiar-0-5-norma-8/,"Școala Gimnazială,,Simion Balint”, Rosia Montana","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  25/09/2024,Alba,https://posturi.gov.ro/?judet=Alba,Permanent,2024-09-11: New entry
Femeie de serviciu,https://posturi.gov.ro/anunt/femeie-de-serviciu-13/,"Regia Autonomă Aeroportul Oradea, județul Bihor","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  24/09/2024,Bihor,https://posturi.gov.ro/?judet=Bihor,Permanent,2024-09-11: New entry
îngrijitor II,https://posturi.gov.ro/anunt/ingrijitor-ii-6/,"Liceul Tehnologic Nr. 1 Gâlgău, județul Sălaj","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  23/09/2024,Sălaj,https://posturi.gov.ro/?judet=Sălaj,Permanent,2024-09-11: New entry
Muncitor calificat IV (fochist),https://posturi.gov.ro/anunt/muncitor-calificat-iv-fochist-6/,UNIVERSITATEA NATIONALA DE EDUCATIE FIZICA SI SPORT DIN BUCURESTI,"Funcție contractuală, Instituții naționale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  24/09/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-11: New entry
"Șofer în cadrul Compartimentului Transport , posesor permis categoria D",https://posturi.gov.ro/anunt/sofer-in-cadrul-compartimentului-transport-posesor-permis-categoria-d/,Comuna Filipeștii de Pădure,"Funcție contractuală, Primării, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  23/09/2024,Prahova,https://posturi.gov.ro/?judet=Prahova,Permanent,2024-09-11: New entry
supraveghetor noapte,https://posturi.gov.ro/anunt/supraveghetor-noapte-16/,COLEGIUL NAȚIONAL ”VASILE ALECSANDRI” BACĂU,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  17/09/2024,Bacău,https://posturi.gov.ro/?judet=Bacău,Temporar,2024-09-11: New entry
ÎNGRIJITOR CURĂȚENIE,https://posturi.gov.ro/anunt/ingrijitor-curatenie-133/,"  LICEUL TEORETIC GATAIA , cu sediul în GĂTAIA, judetul Timis","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  24/09/2024,Timiş,https://posturi.gov.ro/?judet=Timiş,Permanent,2024-09-11: New entry
secretar instituție/unitate de învățământ debutant S,https://posturi.gov.ro/anunt/secretar-institutie-unitate-de-invatamant-debutant-s-4/,Universitatea  „Alexandru Ioan Cuza” din Iasi,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  23/09/2024,Iaşi,https://posturi.gov.ro/?judet=Iaşi,Permanent,2024-09-11: New entry
medic,https://posturi.gov.ro/anunt/medic-46/,DGASPC TIMIS,"Funcție contractuală, Instituții județene, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  23/09/2024,Timiş,https://posturi.gov.ro/?judet=Timiş,Permanent,2024-09-11: New entry
ADMINISTRATOR FINANCIAR,https://posturi.gov.ro/anunt/administrator-financiar-545/,"  LICEUL TEHNOLOGIC ""AUREL VLAICU"" ARAD ,  ARAD, JUD. ARAD","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  24/09/2024,Arad,https://posturi.gov.ro/?judet=Arad,Permanent,2024-09-11: New entry
îngrijitor,https://posturi.gov.ro/anunt/ingrijitor-1934/,SCOALA POPULARA DE ARTE SI MESERII,"Funcție contractuală, Instituții județene, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  23/09/2024,Vâlcea,https://posturi.gov.ro/?judet=Vâlcea,Permanent,2024-09-11: New entry
Șofer (conducător auto autoturisme și camionete),https://posturi.gov.ro/anunt/sofer-conducator-auto-autoturisme-si-camionete/,"Direcția de Infrastructură și Servicii Bistrița, județul Bistrița-Năsăud","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  23/09/2024,Bistriţa-Năsăud,https://posturi.gov.ro/?judet=Bistriţa-Năsăud,Permanent,2024-09-11: New entry
– 1 post cu normă întreagă de medic confirmat in specialitatea medicină de urgență (republicare),https://posturi.gov.ro/anunt/1-post-cu-norma-intreaga-de-medic-confirmat-in-specialitatea-medicina-de-urgenta-republicare/,SPITALUL  JUDETEAN  DE URGENTA  DROBETA TURNU – SEVERIN   ,"Funcție contractuală, Instituții județene, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  24/09/2024,Mehedinţi,https://posturi.gov.ro/?judet=Mehedinţi,Permanent,2024-09-11: New entry
"Terapeut ocupațional – 1 post , Inspector de specialitate categoria S grad IA  – 3 posturi",https://posturi.gov.ro/anunt/terapeut-ocupational-1post-inspector-de-specialitate-categoria-s-grad-ia-3-posturi/,"Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Sector 2, București","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  23/09/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-11: New entry
Asistent medical principal cu studii post liceale,https://posturi.gov.ro/anunt/asistent-medical-principal-cu-studii-post-liceale/,"Spitalul Militar de Urgenţă Sibiu „Dr. Alexandru Augustin” (U.M. 02460 Sibiu), judeţul Sibiu","Funcție contractuală, Unități militare, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  24/09/2024,Sibiu,https://posturi.gov.ro/?judet=Sibiu,Permanent,2024-09-11: New entry
ARHIVAR I,https://posturi.gov.ro/anunt/arhivar-i-4/,DIRECTIA DE ASISTENTA SOCIALA BRAILA,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  16/09/2024,Brăila,https://posturi.gov.ro/?judet=Brăila,Temporar,2024-09-11: New entry
Referent gradul debutant,https://posturi.gov.ro/anunt/referent-gradul-debutant/,"Institutul de Igienă şi Sănătate Publică Veterinară, București","Funcție contractuală, Instituții naționale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  23/09/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-11: New entry
sofer,https://posturi.gov.ro/anunt/sofer-256/,Agenția Națională Anti-Doping,"Alte functii, Guvern și ministere, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  24/09/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-11: New entry
muncitor calificat – buldoexcavatorist,https://posturi.gov.ro/anunt/muncitor-calificat-buldoexcavatorist-10/,Primăria Oraşului Sângeorz-Băi,"Funcție contractuală, Primării, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  24/09/2024,Bistriţa-Năsăud,https://posturi.gov.ro/?judet=Bistriţa-Năsăud,Permanent,2024-09-11: New entry
ÎNGRIJITOR,https://posturi.gov.ro/anunt/ingrijitor-1940/,GRĂDINIȚA CU PROGRAM PRELUNGIT NR.12 IAȘI,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  27/09/2024,Iaşi,https://posturi.gov.ro/?judet=Iaşi,Permanent,2024-09-11: New entry
AUDITOR PUBLIC INTERN grad  IA,https://posturi.gov.ro/anunt/auditor-public-intern-grad-ia/,Editura Academiei Române,"Funcție contractuală, Instituții naționale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  23/09/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-11: New entry
Funcții contractuale,https://posturi.gov.ro/anunt/functii-contractuale-52/,"Spitalul Municipal de Urgență Caransebeș, județul Caraș-Severin","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  24/09/2024,Caraş-Severin,https://posturi.gov.ro/?judet=Caraş-Severin,Permanent,2024-09-11: New entry
Asistent medical cu PL în secția clinică cardiologie; Brancardier în secția ortopedie și traumatolog,https://posturi.gov.ro/anunt/asistent-medical-cu-pl-in-sectia-clinica-cardiologie-brancardier-in-sectia-ortopedie-si-traumatolog/,Spitalul Clinic Militar de Urgență ”Dr. Constantin Papilian” Cluj-napoca,"Funcție contractuală, Unități militare, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  24/09/2024,Cluj,https://posturi.gov.ro/?judet=Cluj,Permanent,2024-09-11: New entry
1 post medic rezident an V  si 2 posturi medic primar specialitatea radiologie-imagistica medicala,https://posturi.gov.ro/anunt/1-post-medic-rezident-an-v-si-2-posturi-medic-primar-specialitatea-radiologie-imagistica-medicala/,Spitalul Clinic de Urgenţă Bagdasar - Arseni ,"Alte functii, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  23/09/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-11: New entry
referent de specialitate- economist,https://posturi.gov.ro/anunt/referent-de-specialitate-economist-3/,Spitalul Orasenesc Baia de Arama Mehedinti,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  24/09/2024,Mehedinţi,https://posturi.gov.ro/?judet=Mehedinţi,Permanent,2024-09-11: New entry
consilier juridic,https://posturi.gov.ro/anunt/consilier-juridic-80/,CURTEA DE APEL IAȘI,"Funcție publică, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  30/09/2024,Vaslui,https://posturi.gov.ro/?judet=Vaslui,Permanent,2024-09-11: New entry
Administrator financiar grad II S,https://posturi.gov.ro/anunt/administrator-financiar-grad-ii-s-3/,Universitatea Alexandru Ioan Cuza din Iași,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  23/09/2024,Iaşi,https://posturi.gov.ro/?judet=Iaşi,Permanent,2024-09-11: New entry
INSPECTOR DE SPECIALITATE,https://posturi.gov.ro/anunt/inspector-de-specialitate-137/,"PRIMARIA COMUNEI ARICESTII RAHTIVANI, JUDET PRAHOVA","Funcție contractuală, Primării, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  16/09/2024,Prahova,https://posturi.gov.ro/?judet=Prahova,Temporar,2024-09-11: New entry
TELEFONIST IV,https://posturi.gov.ro/anunt/telefonist-iv/,"Unitatea Militară 02052 Mamaia Sat, județul Constanța","Funcție contractuală, Unități militare, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  23/09/2024,Constanţa,https://posturi.gov.ro/?judet=Constanţa,Permanent,2024-09-11: New entry
MUNCITOR,https://posturi.gov.ro/anunt/muncitor-215/,"ȘCOALA GIMNAZIALĂ ,,PIA BRĂTIANU ,,","Funcție contractuală, Instituții regionale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  23/09/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-11: New entry
MUNCITOR INTRETINERE,https://posturi.gov.ro/anunt/muncitor-intretinere-88/,"ȘCOALA GIMNAZIALĂ MERGHINDEAL, JUD. SIBIU","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 10 septembrie,2024",Expiră in  18/10/2024,Sibiu,https://posturi.gov.ro/?judet=Sibiu,Permanent,2024-09-11: New entry
Secretar Şef (studii superioare),https://posturi.gov.ro/anunt/secretar-sef-studii-superioare-2/,Școala Gimnazială Federico Garcia Lorca,"Funcție contractuală, Instituții locale, Funcții de conducere","Publicat în: 10 septembrie,2024",Expiră in  23/09/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-11: New entry
