denumire,status,stare,tip,remediere,culoare,Lat,Long
3 Zona II,functionale,Functionare normala,-,,#008217,44.380826993008,26.111366449804
6 Mărășești,functionale,Functionare normala,-,,#008217,44.420779379125,26.111569424001
6 Brancoveanu,functionale,Functionare normala,-,,#008217,44.394643867895,26.111738694051
2 Nitu Vasile,functionale,Functionare normala,-,,#008217,44.38868,26.111858
BL U114 (UM 02544/B1),functionale,Functionare normala,-,,#008217,44.431641,26.111937
E1,functionale,Functionare normala,-,,#008217,44.427417,26.1124128
1 Oltenita Placare,avarii,Remediere avarie circuit primar   - Conducta DN 700mm- Piata Eroii Revolutiei cu Bd. Pieptanari,Oprire ACC,24.08.2024 15:30,#e0002b,44.396287408723,26.112497292729
3 Nitu Vasile,functionale,Functionare normala,-,,#008217,44.39085,26.11257
Ministerul de Finante,functionale,Functionare normala,-,,#008217,44.419647,26.112575
BCR Unirea,functionale,Functionare normala,-,,#008217,44.42675,26.112583
4 Mărăşeşti,functionale,Functionare normala,-,,#008217,44.423072403401,26.112586271896
4 Zona II,functionale,Functionare normala,-,,#008217,44.378035325242,26.112948168355
SIAC-TIMB,functionale,Functionare normala,-,,#008217,44.462546,26.113097
5 Mărăşeşti,functionale,Functionare normala,-,,#008217,44.420436778383,26.113213832351
5 Zona II,functionale,Functionare normala,-,,#008217,44.38387078867,26.113497720948
3 Tineretului,avarii,Remediere avarie circuit primar - (str./Bd.) Constantin Radulescu Motru,Oprire ACC,30.08.2024 23:00,#e0002b,44.41071864561,26.1136777289
Judetului,avarii,Remediere avarie Retea Primara,Oprire ACC,29.08.2024 23:30,#e0002b,44.4586959,26.1139841
Posta,functionale,Functionare normala,-,,#008217,44.383052351322,26.114064589621
8 Brancoveanu,functionale,Functionare normala,-,,#008217,44.39361699317,26.114225199794
Institutul Boli Infectioase Matei Bals,functionale,Functionare normala,-,,#008217,44.454604,26.114279
Metalurgiei,avarii,Remediere avarie circuit primar - (str./Bd.) Iarba Campului,Oprire ACC,30.08.2024 23:00,#e0002b,44.386737457202,26.114452759835
Complex Comercial,functionale,Functionare normala,-,,#008217,44.39693,26.11472
Opanez,avarii,Remediere avarie Retea Primara,Oprire ACC,29.08.2024 23:30,#e0002b,44.461534099323,26.115513157822
Modul Bl. 23,functionale,Functionare normala,-,,#008217,44.453015,26.115555
Ramuri Tei,avarii,Remediere avarie Retea Primara,Oprire ACC,29.08.2024 23:30,#e0002b,44.4635268,26.1157015
Modul Termic - Colegiul National Octav Onicescu,avarii,Remediere avarie circuit primar - (str./Bd.) Iarba Campului,Oprire ACC,30.08.2024 23:00,#e0002b,44.3862695,26.1157798
3 Mărăşeşti,functionale,Functionare normala,-,,#008217,44.421413449341,26.115808161431
Plugarilor,avarii,Remediere avarie circuit primar - (str./Bd.) Constantin Radulescu Motru,Oprire ACC,30.08.2024 23:00,#e0002b,44.412190063559,26.115848218678
D.C.,functionale,Functionare normala,-,,#008217,44.415619,26.115967
T.S.,functionale,Functionare normala,-,,#008217,44.415619,26.115967
4 Nitu Vasile,functionale,Functionare normala,-,,#008217,44.390884645694,26.116238713641
4 Tineretului,avarii,Remediere avarie circuit primar - (str./Bd.) Constantin Radulescu Motru,Oprire ACC,23.08.2024 23:00,#e0002b,44.409295047197,26.116260968821
2 Oltenitei,avarii,Remediere avarie circuit primar   - Conducta DN 700mm- Piata Eroii Revolutiei cu Bd. Pieptanari,Oprire ACC,24.08.2024 15:30,#e0002b,44.396924554192,26.116447516576
AUTOCENTER,functionale,Functionare normala,-,,#008217,44.441444,26.116503
6 Mosilor,functionale,Functionare normala,-,,#008217,44.441189280039,26.116536292115
2 Mărășești,functionale,Functionare normala,-,,#008217,44.420289903111,26.116844472496
2 Zona II,functionale,Functionare normala,-,,#008217,44.37759796488,26.116932089062
1 Nitu Vasile,functionale,Functionare normala,-,,#008217,44.389940769358,26.116981477426
19 Dolhasca,functionale,Functionare normala,-,,#008217,44.3922097,26.116995
2 A Metalurgiei,avarii,Remediere avarie circuit primar - (str./Bd.) Iarba Campului,Oprire ACC,30.08.2024 23:00,#e0002b,44.3883856,26.1170617
4 Zona I,functionale,Functionare normala,-,,#008217,44.383616062266,26.117068176908
7 Mosilor,functionale,Functionare normala,-,,#008217,44.440074174092,26.117097664565
Complex Comercial,functionale,Functionare normala,-,,#008217,44.39183,26.11729
3 Mosilor,functionale,Functionare normala,-,,#008217,44.44339141713,26.11731680423
RATB-URAC,functionale,Functionare normala,-,,#008217,44.453661,26.117374
9 Brâncoveanu,functionale,Functionare normala,-,,#008217,44.392684134422,26.117443501343
17 Dolhasca,functionale,Functionare normala,-,,#008217,44.394042,26.117482
4 Stefan cel Mare,functionale,Functionare normala,-,,#008217,44.4520234,26.1175694
1 Labirint,functionale,Functionare normala,-,,#008217,44.431054647361,26.118135816644
13 Lacul Tei,avarii,Remediere avarie Retea Primara,Oprire ACC,29.08.2024 23:30,#e0002b,44.4618986,26.1182756
5 Metalurgiei,functionale,Functionare normala,-,,#008217,44.378065295718,26.118363463921
29 Stefan cel Mare,functionale,Functionare normala,-,,#008217,44.4526916,26.1183962
E6,functionale,Functionare normala,-,,#008217,44.4272873,26.1186991
7 Zona I,functionale,Functionare normala,-,,#008217,44.379233,26.11894
5 Oltenita,functionale,Functionare normala,-,,#008217,44.395952170373,26.11902307807
21 Foișor,functionale,Functionare normala,-,,#008217,44.420805164492,26.119679692198
1 Zona I,functionale,Functionare normala,-,,#008217,44.386471,26.119855
Scoala Gimnaziala Nr.189,functionale,Functionare normala,-,,#008217,44.38152,26.11986
2 Vacaresti,avarii,Remediere avarie circuit primar - (str./Bd.) Constantin Radulescu Motru,Oprire ACC,23.08.2024 23:00,#e0002b,44.402289503388,26.120006484811
1 Vacaresti,avarii,Remediere avarie circuit primar - (str./Bd.) Constantin Radulescu Motru,Oprire ACC,23.08.2024 23:00,#e0002b,44.406562899734,26.120041334401
M107,functionale,Functionare normala,-,,#008217,44.4249848,26.1200934
Luncsoara,avarii,Reabilitarea retelei primare de termoficare aferenta Magistralei II Sud-Lot 5-Obiectiv 5,Oprire ACC,30.08.2024 23:30,#e0002b,44.450912311984,26.120118966523
5 Lacul Tei,avarii,Remediere avarie Retea Primara,Oprire ACC,29.08.2024 23:30,#e0002b,44.4628725,26.1204375
F6,functionale,Functionare normala,-,,#008217,44.427067,26.1205503
1 Bis Zona I,functionale,Functionare normala,-,,#008217,44.386231715331,26.120579547003
2 Zona I,functionale,Functionare normala,-,,#008217,44.383072049719,26.120605545611
5 Zona I,functionale,Functionare normala,-,,#008217,44.379951807385,26.120884643721
1 Mărăşeşti,functionale,Functionare normala,-,,#008217,44.423412919384,26.121202279845
1 Mosilor,functionale,Functionare normala,-,,#008217,44.44468378857,26.121203416571
12 Foișor,functionale,Functionare normala,-,,#008217,44.417799604922,26.121324108352
4 Cheile Zanoagei,functionale,Functionare normala,-,,#008217,44.458492884321,26.121422246091
4 Labirint,functionale,Functionare normala,-,,#008217,44.430035348188,26.121550365687
30 Stefan cel Mare,functionale,Functionare normala,-,,#008217,44.4517649,26.1215781
4 Mosilor,functionale,Functionare normala,-,,#008217,44.447126919499,26.121893601914
ICB,avarii,Remediere avarie Retea Primara,Oprire ACC,29.08.2024 23:30,#e0002b,44.462771,26.121958
Sala de Sport UTCB,avarii,Remediere avarie Retea Primara,Oprire ACC,29.08.2024 23:30,#e0002b,44.464046,26.121958
6 Zona I,functionale,Functionare normala,-,,#008217,44.378799,26.122111
3 Cheile Zanoagei,functionale,Functionare normala,-,,#008217,44.461582573308,26.122357997099
11 Foișor,functionale,Functionare normala,-,,#008217,44.418630166332,26.122753704537
5 Mosilor,functionale,Functionare normala,-,,#008217,44.449580024163,26.122853849226
Asociatia Diaconia,functionale,Functionare normala,-,,#008217,44.414968,26.123107
13 Foișor,functionale,Functionare normala,-,,#008217,44.42005700227,26.123356994652
14 Foișor,functionale,Functionare normala,-,,#008217,44.421044311597,26.123675134747
1 Colentina,functionale,Functionare normala,-,,#008217,44.452127590305,26.12367664304
3 Labirint,functionale,Functionare normala,-,,#008217,44.4310235807,26.12427751447
2 Cheile Zanoagei,functionale,Functionare normala,-,,#008217,44.460380612534,26.124608065815
2 Mosilor,functionale,Functionare normala,-,,#008217,44.448063221244,26.124641248663
1 Cheile Zanoagei,functionale,Functionare normala,-,,#008217,44.459084933579,26.124698985992
16 Foișor,functionale,Functionare normala,-,,#008217,44.421960932282,26.12508802834
19 Foișor,functionale,Functionare normala,-,,#008217,44.414937449896,26.125177025844
15 Foișor,functionale,Functionare normala,-,,#008217,44.415878471304,26.125222582959
3 Bis Zona I,functionale,Functionare normala,-,,#008217,44.381149305739,26.125366778702
3 Zona I,functionale,Functionare normala,-,,#008217,44.381149305739,26.125366778702
Ion Maiorescu,functionale,Functionare normala,-,,#008217,44.446521547689,26.12550488294
2 Colentina,functionale,Functionare normala,-,,#008217,44.4521405,26.1255967
Ct Turturele,functionale,Functionare normala,-,,#008217,44.4276675,26.1257568
ALMO,functionale,Functionare normala,-,,#008217,44.449764,26.125831
2 Teiul Doamnei,functionale,Functionare normala,-,,#008217,44.461141708789,26.125906099465
10 Vitan,functionale,Functionare normala,-,,#008217,44.417327288397,26.126259911503
P8 Foisor,functionale,Functionare normala,-,,#008217,44.44595,26.126542
1 Berceni Oltenita,functionale,Functionare normala,-,,#008217,44.390700779569,26.126628591469
J2 Unirii,functionale,Functionare normala,-,,#008217,44.4250933,26.1267818
3 Colentina,functionale,Functionare normala,-,,#008217,44.455070515839,26.126928389148
G3,functionale,Functionare normala,-,,#008217,44.4262842,26.126932
3 Călăraşi,functionale,Functionare normala,-,,#008217,44.432951436049,26.126944371314
P10 Foisor,functionale,Functionare normala,-,,#008217,44.444023,26.127223
Biblioteca Odobescu,functionale,Functionare normala,-,,#008217,44.443965,26.127654
17-18 Petricani,avarii,Remediere avarie Retea Primara,Oprire ACC,29.08.2024 23:30,#e0002b,44.4644793,26.127704
1 Teiul Doamnei,functionale,Functionare normala,-,,#008217,44.4598865995,26.127756636853
Liceul Iulia Hasdeu,functionale,Functionare normala,-,,#008217,44.443865,26.127771
Sabaoani,functionale,Functionare normala,-,,#008217,44.3808968,26.1278384
Ziduri Mosi,functionale,Functionare normala,-,,#008217,44.452143,26.127896
Chiristigii,deficiente,Lipsă parametri pentru livrare apă caldă de consum în perioada reviziei CTE SUD și alimentării din CTE Progresul,Deficienta ACC,31.08.2024 23:00,#ffe53e,44.447326509041,26.127924439428
C.A.,functionale,Functionare normala,-,,#008217,44.407716,26.127998
P7 Foisor,functionale,Functionare normala,-,,#008217,44.444173277368,26.12806364211
P7A Foisor,functionale,Functionare normala,-,,#008217,44.444173277368,26.12806364211
7 Vitan,functionale,Functionare normala,-,,#008217,44.419379323276,26.128455383519
P16 Mihai Bravu,deficiente,Lipsă parametri pentru livrare apă caldă de consum în perioada reviziei CTE SUD și alimentării din CTE Progresul,Deficienta ACC,31.08.2024 23:00,#ffe53e,44.444994219219,26.128648841835
9 Vitan,functionale,Functionare normala,-,,#008217,44.41682203405,26.128856573161
Modul Termic - Școala nr.133,functionale,Functionare normala,-,,#008217,44.3883,26.12887
3 Vaselor,deficiente,Lipsă parametri pentru livrare apă caldă de consum în perioada reviziei CTE SUD și alimentării din CTE Progresul,Deficienta ACC,31.08.2024 23:00,#ffe53e,44.446328142942,26.128912256533
7 IRTA,functionale,Functionare normala,-,,#008217,44.4568374,26.1289913
1 Oltenita Nord,functionale,Functionare normala,-,,#008217,44.392483164384,26.129055642038
5 Călăraşi,functionale,Functionare normala,-,,#008217,44.431374163217,26.129109287925
Modul Termic - Trident,functionale,Functionare normala,-,,#008217,44.38275,26.12918
2 Cornul Caprei,functionale,Functionare normala,-,,#008217,44.423398013129,26.129300577458
Nada Florilor,functionale,Functionare normala,-,,#008217,44.461432789918,26.129386038847
Moldovita,functionale,Functionare normala,-,,#008217,44.38171113331,26.129779720979
2 Berceni Oltenita,functionale,Functionare normala,-,,#008217,44.389081067625,26.130102166329
4 Dudești,functionale,Functionare normala,-,,#008217,44.421506874975,26.130161607456
U1 Avrig,deficiente,Lipsă parametri pentru livrare apă caldă de consum în perioada reviziei CTE SUD și alimentării din CTE Progresul,Deficienta ACC,31.08.2024 23:00,#ffe53e,44.4461498,26.130527
I3,functionale,Functionare normala,-,,#008217,44.4255587,26.1305385
3 Petricani,avarii,Remediere avarie Retea Primara,Oprire ACC,29.08.2024 23:30,#e0002b,44.4628221,26.1306196
1 Republicii,avarii,Remediere avarie circuit primar Dn 500mm-Zona Iancului,Oprire ACC,30.08.2024 23:00,#e0002b,44.441710614965,26.13070950374
4 Colentina,functionale,Functionare normala,-,,#008217,44.459286465278,26.130730316136
Dumitru Petrescu,functionale,Functionare normala,-,,#008217,44.3816507,26.130737
2 Călăraşi,functionale,Functionare normala,-,,#008217,44.430669191467,26.130745005608
7 Colentina,functionale,Functionare normala,-,,#008217,44.455835581978,26.131025935733
6 Vitan,functionale,Functionare normala,-,,#008217,44.416724543903,26.131058120473
5 Colentina,functionale,Functionare normala,-,,#008217,44.459811014592,26.131095096539
1 Dimitrov,avarii,Remediere avarie racord primar,Oprire ACC,23.08.2024 23:00,#e0002b,44.44352,26.13114
U2 Avrig,deficiente,Lipsă parametri pentru livrare apă caldă de consum în perioada reviziei CTE SUD și alimentării din CTE Progresul,Deficienta ACC,31.08.2024 23:00,#ffe53e,44.4460697,26.1312127
3 Berceni Oltenița,functionale,Functionare normala,-,,#008217,44.388391022016,26.131241189752
CEFIN,functionale,Functionare normala,-,,#008217,44.446972,26.131306
5 Cornul Caprei,functionale,Functionare normala,-,,#008217,44.423590318535,26.132061748021
C16 Mihai Bravu,avarii,Remediere avarie circuit primar Dn 500mm-Zona Iancului,Oprire ACC,30.08.2024 23:00,#e0002b,44.4421889,26.1328203
5 Berceni Oltenița,functionale,Functionare normala,-,,#008217,44.384229441684,26.133167315468
Ilarie Chendi,avarii,Remediere avarie circuit primar Dn 500mm-Zona Iancului,Oprire ACC,30.08.2024 23:00,#e0002b,44.440041276184,26.133233349226
4 Berceni Oltenita,functionale,Functionare normala,-,,#008217,44.38692,26.13325
1 Călăraşi,functionale,Functionare normala,-,,#008217,44.431944022885,26.133332361636
6 Colentina,functionale,Functionare normala,-,,#008217,44.4605019,26.1334184
IN CITY,functionale,Functionare normala,-,,#008217,44.420154,26.133433
INTERMACEDONIA,avarii,Remediere avarie circuit primar Dn 500mm-Zona Iancului,Oprire ACC,30.08.2024 23:00,#e0002b,44.441924,26.133466
Mecanica Fina,functionale,Functionare normala,-,,#008217,44.446273,26.133503
1 Laborator,avarii,Reabilitarea sistemului de termoficare al Municipiului Bucuresti Lot 1-Obiectivul 1,Oprire ACC,23.08.2024 20:00,#e0002b,44.418128188483,26.133589904404
S14,functionale,Functionare normala,-,,#008217,44.429671,26.1335993
2 Oltenita Nord,functionale,Functionare normala,-,,#008217,44.390241643096,26.133600264974
Propriu 1,functionale,Functionare normala,-,,#008217,44.3885859,26.1340851
64 Colentina,functionale,Functionare normala,-,,#008217,44.4625036,26.1341763
S6,functionale,Functionare normala,-,,#008217,44.4288294,26.1341874
D18 Mihai Bravu,avarii,Remediere avarie circuit primar Dn 500mm-Zona Iancului,Oprire ACC,30.08.2024 23:00,#e0002b,44.438360802765,26.134342495818
4 Theodor Speranţia,functionale,Functionare normala,-,,#008217,44.427643772709,26.134450464567
2 Vitan,avarii,"Izolare racord PT 2 VITAN,pentru executie lucrari de ""Reabilitare Sistem de Termoficare al Municipiului Bucuresti"" LOT,OB.1-firma ELSACO",Oprire ACC,23.08.2024 20:00,#e0002b,44.413759804623,26.13449706238
4 Iancului,avarii,Remediere avarie circuit primar Dn 500mm-Zona Iancului,Oprire ACC,30.08.2024 23:00,#e0002b,44.441143,26.134771
Propriu 2,functionale,Functionare normala,-,,#008217,44.3880869,26.1348708
Colegiul Tehnic Mihai Bravu,functionale,Functionare normala,-,,#008217,44.419472,26.135111
2 Colentina 2,functionale,Functionare normala,-,,#008217,44.462756,26.135144
3 Theodor Speranţia,functionale,Functionare normala,-,,#008217,44.430716,26.135197
Imobil Nicolau,functionale,Functionare normala,-,,#008217,44.460493,26.135336
7 Berceni Oltenita,functionale,Functionare normala,-,,#008217,44.382201301417,26.135405519137
6 Doamna Ghica,functionale,Functionare normala,-,,#008217,44.459017658526,26.135532415513
SC APA NOVA- sediu COGRM,functionale,Functionare normala,-,,#008217,44.407111,26.135694
D11 Mihai Bravu,avarii,Remediere avarie circuit primar Dn 500mm-Zona Iancului,Oprire ACC,30.08.2024 23:00,#e0002b,44.4393926,26.1357183
V.M.,functionale,Functionare normala,-,,#008217,44.405862,26.13574
22 Pantelimon,avarii,Remediere avarie circuit primar Dn 500mm-Zona Iancului,Oprire ACC,30.08.2024 23:00,#e0002b,44.444295112246,26.135933408101
3 Iancului,avarii,Remediere avarie circuit primar Dn 500mm-Zona Iancului,Oprire ACC,30.08.2024 23:00,#e0002b,44.4419354,26.1360142
3 Unităţii,functionale,Functionare normala,-,,#008217,44.424308266726,26.136026253564
202 Mihai Bravu,avarii,Remediere avarie circuit primar Dn 500mm-Zona Iancului,Oprire ACC,30.08.2024 23:00,#e0002b,44.435393614885,26.136074665796
Sectia 8 Politie,functionale,Functionare normala,-,,#008217,44.438772,26.136102
2 Unităţii,functionale,Functionare normala,-,,#008217,44.423022157269,26.136336299463
16 Răcari,functionale,Functionare normala,-,,#008217,44.413274470197,26.136792235983
7 Doamna Ghica,functionale,Functionare normala,-,,#008217,44.460784338422,26.136793039178
201 Mihai Bravu,deficiente,Lipsă parametri pentru livrare apă caldă de consum în perioada reviziei CTE SUD și alimentării din CTE Progresul,Deficienta ACC,31.08.2024 23:00,#ffe53e,44.433067298938,26.13699093943
Clinica Sfanta Lucia,functionale,Functionare normala,-,,#008217,44.40575,26.137278
D5 Mihai Bravu,avarii,Remediere avarie circuit primar Dn 500mm-Zona Iancului,Oprire ACC,30.08.2024 23:00,#e0002b,44.4367743,26.1373873
6 Berceni Oltenita,functionale,Functionare normala,-,,#008217,44.384965068941,26.137433754027
21 Pantelimon,avarii,Remediere avarie circuit primar Dn 500mm-Zona Iancului,Oprire ACC,30.08.2024 23:00,#e0002b,44.444396965841,26.137619798786
17 Răcari,functionale,Functionare normala,-,,#008217,44.414470607495,26.137660175601
1 Anexa,functionale,Functionare normala,-,,#008217,44.4298755,26.1376994
Dristor Insulă,functionale,Functionare normala,-,,#008217,44.422659710699,26.137736210591
10 Laborator,functionale,Functionare normala,-,,#008217,44.418413007795,26.137769859583
Mihai Bravu Vest,functionale,Functionare normala,-,,#008217,44.4296585,26.1379183
8 Doamna Ghica,functionale,Functionare normala,-,,#008217,44.459524667349,26.138342014877
U1,functionale,Functionare normala,-,,#008217,44.4238669,26.1383645
1 Colentina 3,functionale,Functionare normala,-,,#008217,44.467482042644,26.138744484166
Ct. A1 Dimitrov,functionale,Functionare normala,-,,#008217,44.4488864,26.1387796
2 Iancului,avarii,Remediere avarie circuit primar Dn 500mm-Zona Iancului,Oprire ACC,30.08.2024 23:00,#e0002b,44.442193,26.139021
15 Răcari,functionale,Functionare normala,-,,#008217,44.414149569828,26.139050487211
1 Vitan,functionale,Functionare normala,-,,#008217,44.410246153624,26.139067951241
Metalurgica,functionale,Functionare normala,-,,#008217,44.440961,26.13911
SC ICPE SA,functionale,Functionare normala,-,,#008217,44.404884,26.139532
20 Pantelimon,avarii,Remediere avarie circuit primar Dn 500mm-Zona Iancului,Oprire ACC,30.08.2024 23:00,#e0002b,44.445179,26.139575
11 Laborator,functionale,Functionare normala,-,,#008217,44.417523116508,26.139666312047
2 Colentina 3,functionale,Functionare normala,-,,#008217,44.466636859339,26.139962385144
5 Doamna Ghica,functionale,Functionare normala,-,,#008217,44.456060349344,26.139997434485
Fundatia Victor Babes,functionale,Functionare normala,-,,#008217,44.427775,26.140155
Spital Victor Babes,functionale,Functionare normala,-,,#008217,44.426384,26.140414
S1-S3,functionale,Functionare normala,-,,#008217,44.426368,26.140425
18 KLM,avarii,Reabilitarea sistemului de termoficare al Municipiului Bucuresti Lot 1-Obiectivul 1,Oprire ACC,23.08.2024 20:00,#e0002b,44.411125500011,26.140755567054
E2 Vatra Luminoasa,avarii,Remediere avarie circuit primar Dn 500mm-Zona Iancului,Oprire ACC,30.08.2024 23:00,#e0002b,44.4377975,26.1407758
SC.3Dudesti,functionale,Functionare normala,-,,#008217,44.420650655167,26.140884591716
1 Fundeni,functionale,Functionare normala,-,,#008217,44.465215832776,26.140920169489
Ct B1 Dimitrov,functionale,Functionare normala,-,,#008217,44.4476523,26.1409217
9 Laborator,functionale,Functionare normala,-,,#008217,44.418458983432,26.14118554273
Universitatea Tehnica OGA,functionale,Functionare normala,-,,#008217,44.4665,26.141194
19 Pantelimon,avarii,Remediere avarie circuit primar Dn 500mm-Zona Iancului,Oprire ACC,30.08.2024 23:00,#e0002b,44.443873145797,26.141506530189
Spitalul Victor Gomoiu - Nou,functionale,Functionare normala,-,,#008217,44.433494,26.141762
1 Nicolae Pascu,functionale,Functionare normala,-,,#008217,44.408993138513,26.141831999525
12Tomis,functionale,Functionare normala,-,,#008217,44.415008656658,26.14187566521
3 Papiu Ilarian,functionale,Functionare normala,-,,#008217,44.4219468,26.1419627
M1,functionale,Functionare normala,-,,#008217,44.425114595678,26.14208088292
Vila 71A,avarii,Remediere avarie circuit primar Dn 500mm-Zona Iancului,Oprire ACC,30.08.2024 23:00,#e0002b,44.4374596,26.1421115
H1 Victor Manu,avarii,Remediere avarie circuit primar Dn 500mm-Zona Iancului,Oprire ACC,30.08.2024 23:00,#e0002b,44.4368622,26.1421398
2 Fundeni,functionale,Functionare normala,-,,#008217,44.462891,26.142306
2 Papiu Ilarian,functionale,Functionare normala,-,,#008217,44.419880634197,26.142653568822
1 Tomis,functionale,Functionare normala,-,,#008217,44.417572959814,26.142784639426
14 Tomis,functionale,Functionare normala,-,,#008217,44.411741713222,26.142864060871
Modul Bl.20,functionale,Functionare normala,-,,#008217,44.4549888,26.1432111
2Stejarului,functionale,Functionare normala,-,,#008217,44.428173174742,26.143249443414
C1 Vatra Luminoasa,avarii,Remediere avarie circuit primar Dn 500mm-Zona Iancului,Oprire ACC,30.08.2024 23:00,#e0002b,44.438674977805,26.14380775646
23 Baicului,avarii,Remediere avarie circuit primar Dn 500mm-Zona Iancului,Oprire ACC,30.08.2024 23:00,#e0002b,44.44574835098,26.144183842109
18 Pantelimon,avarii,Remediere avarie circuit primar Dn 500mm-Zona Iancului,Oprire ACC,30.08.2024 23:00,#e0002b,44.444625814743,26.144263828341
13 Tomis,functionale,Functionare normala,-,,#008217,44.4147779026,26.14434861549
33 Muncii,functionale,Functionare normala,-,,#008217,44.4320571,26.1445292
1 Colentina Socului,avarii,Remediere avarie circuit primar conducta DN-800,Oprire ACC,23.08.2024 23:00,#e0002b,44.454552129591,26.144975274346
1X,functionale,Functionare normala,-,,#008217,44.428259164275,26.145387805608
1Catelu,functionale,Functionare normala,-,,#008217,44.431554,26.145673
IAGSC,functionale,Functionare normala,-,,#008217,44.408984,26.146269
BAZINE,functionale,Functionare normala,-,,#008217,44.435666,26.146428
3Catelu,functionale,Functionare normala,-,,#008217,44.426510990976,26.1466642732
SC.1Dudesti,functionale,Functionare normala,-,,#008217,44.42064683059,26.146671467669
Laborator Constructii Buc SA,functionale,Functionare normala,-,,#008217,44.408723,26.146679
Youth Residence,functionale,Functionare normala,-,,#008217,44.406861,26.14675
1 Iancului,avarii,Remediere avarie circuit primar Dn 500mm-Zona Iancului,Oprire ACC,30.08.2024 23:00,#e0002b,44.443045,26.146751
P. M.,functionale,Functionare normala,-,,#008217,44.402909,26.146836
3 Fundeni,functionale,Functionare normala,-,,#008217,44.465167211704,26.147026165983
5Catelu,functionale,Functionare normala,-,,#008217,44.431598,26.147095
SC.1Baba Novac,functionale,Functionare normala,-,,#008217,44.424383,26.147097
O.P.,functionale,Functionare normala,-,,#008217,44.403447,26.14715
P.D.,functionale,Functionare normala,-,,#008217,44.403173,26.147206
1XA,functionale,Functionare normala,-,,#008217,44.42819712767,26.147306463333
C.C.,functionale,Functionare normala,-,,#008217,44.402745,26.147326
1 Matei Ambrozie,functionale,Functionare normala,-,,#008217,44.411839591958,26.147422392758
Fundatia Romania Spiru Haret,functionale,Functionare normala,-,,#008217,44.406639,26.147444
H.B-E.,functionale,Functionare normala,-,,#008217,44.402975,26.147546
S.M.,functionale,Functionare normala,-,,#008217,44.403087,26.147665
2 Nicolae Pascu,functionale,Functionare normala,-,,#008217,44.409458837818,26.147745319745
24A,functionale,Functionare normala,-,,#008217,44.425405898109,26.147888822752
2 Colentina Socului,avarii,Remediere avarie circuit primar conducta DN-800,Oprire ACC,23.08.2024 23:00,#e0002b,44.453086246008,26.147966500234
SC STARCONFEX,functionale,Functionare normala,-,,#008217,44.407479,26.14803
3 Colentina Socului,avarii,Remediere avarie circuit primar conducta DN-800,Oprire ACC,23.08.2024 23:00,#e0002b,44.4522064,26.1480302
5 Iancului,avarii,Remediere avarie circuit primar Dn 500mm-Zona Iancului,Oprire ACC,30.08.2024 23:00,#e0002b,44.4425794,26.1481048
6Catelu,functionale,Functionare normala,-,,#008217,44.429262907936,26.148194990025
Filiala ICEMENERG,functionale,Functionare normala,-,,#008217,44.405056,26.148556
17 Pantelimon,functionale,Functionare normala,-,,#008217,44.4442947,26.1486281
1 Șulea Nord,functionale,Functionare normala,-,,#008217,44.417574523119,26.148635745529
Bl.100,avarii,Remediere avarie circuit primar Dn 500mm-Zona Iancului,Oprire ACC,30.08.2024 23:00,#e0002b,44.4434114,26.1486787
SC.4Catelu,functionale,Functionare normala,-,,#008217,44.42891036297,26.148695015439
7X,functionale,Functionare normala,-,,#008217,44.423535786933,26.149599708702
2 Tomis,functionale,Functionare normala,-,,#008217,44.415582511383,26.149921086738
9 Catelu,functionale,Functionare normala,-,,#008217,44.429737048126,26.150138060181
4' Pantelimon,functionale,Functionare normala,-,,#008217,44.444054,26.150148
4 Colentina Socului,avarii,Remediere avarie circuit primar conducta DN-800,Oprire ACC,23.08.2024 23:00,#e0002b,44.451935552735,26.150178060912
2Catelu,functionale,Functionare normala,-,,#008217,44.427161203459,26.150486465649
SC.2Catelu,functionale,Functionare normala,-,,#008217,44.427161203459,26.150486465649
A2 Basarabia,functionale,Functionare normala,-,,#008217,44.4329235,26.1509421
2 Șulea,functionale,Functionare normala,-,,#008217,44.416985410842,26.151153301352
3 Tomis,functionale,Functionare normala,-,,#008217,44.414419917699,26.152023310194
3 Șulea,functionale,Functionare normala,-,,#008217,44.417929943171,26.15358188979
9 Placare-T,functionale,Functionare normala,-,,#008217,44.41344,26.153604
4 Pantelimon,functionale,Functionare normala,-,,#008217,44.44388599676,26.153896119747
A4 Basarabia,functionale,Functionare normala,-,,#008217,44.43308,26.1548599
5 Pantelimon,functionale,Functionare normala,-,,#008217,44.441428180074,26.154864073099
10 Matei Ambrozie,avarii,Remediere  avarie circuit primar,Oprire ACC,23.08.2024 22:00,#e0002b,44.415968337742,26.15489129189
Liceul Dimitrie Leonida,functionale,Functionare normala,-,,#008217,44.433816,26.155001
3 Socului,functionale,Functionare normala,-,,#008217,44.439809,26.156146
Sp. Fundeni,functionale,Functionare normala,-,,#008217,44.465364,26.156158
IOR,functionale,Functionare normala,-,,#008217,44.430177,26.156194
9C4/2,functionale,Functionare normala,-,,#008217,44.416678975647,26.157069172601
1Muncii,functionale,Functionare normala,-,,#008217,44.433784127972,26.157694326963
2 Voiniceni,functionale,Functionare normala,-,,#008217,44.437179303158,26.158070439322
4C4/2,functionale,Functionare normala,-,,#008217,44.416242436617,26.158187259019
PT Scoala Ilioara,functionale,Functionare normala,-,,#008217,44.410453020198,26.158395060836
